#1
double tmy(8761,3)
16844400 276.75 0.0
16848000 277.05 0.0
16851600 277.55 0.0
16855200 278.45 0.0
16858800 279.35 0.0
16862400 280.15 0.0
16866000 280.85 0.0
16869600 281.55 0.0
16873200 281.75 0.0
16876800 281.95 0.0
16880400 281.95 8.0
16884000 282.35 30.0
16887600 282.95 28.0
16891200 284.15 63.0
16894800 284.15 38.0
16898400 283.65 79.0
16902000 283.75 26.0
16905600 284.25 17.0
16909200 284.05 0.0
16912800 284.15 0.0
16916400 284.15 0.0
16920000 283.35 0.0
16923600 283.15 0.0
16927200 282.95 0.0
16930800 282.55 0.0
16934400 282.85 0.0
16938000 282.65 0.0
16941600 282.35 0.0
16945200 282.45 0.0
16948800 282.35 0.0
16952400 281.15 0.0
16956000 280.85 0.0
16959600 280.95 0.0
16963200 280.25 2.0
16966800 280.75 48.0
16970400 281.65 151.0
16974000 282.85 254.0
16977600 284.45 294.0
16981200 285.25 292.0
16984800 285.35 193.0
16988400 284.95 85.0
16992000 284.15 44.0
16995600 283.95 0.0
16999200 284.25 0.0
17002800 284.05 0.0
17006400 283.65 0.0
17010000 283.45 0.0
17013600 282.55 0.0
17017200 281.85 0.0
17020800 282.55 0.0
17024400 282.35 0.0
17028000 282.05 0.0
17031600 281.75 0.0
17035200 281.55 0.0
17038800 281.45 0.0
17042400 281.55 0.0
17046000 281.15 0.0
17049600 281.45 1.0
17053200 281.75 15.0
17056800 281.95 24.0
17060400 283.15 101.0
17064000 284.05 240.0
17067600 285.35 231.0
17071200 285.45 185.0
17074800 285.25 154.0
17078400 284.15 59.0
17082000 283.25 2.0
17085600 283.05 0.0
17089200 283.25 0.0
17092800 283.15 0.0
17096400 282.35 0.0
17100000 281.95 0.0
17103600 281.95 0.0
17107200 282.75 0.0
17110800 282.75 0.0
17114400 283.05 0.0
17118000 283.05 0.0
17121600 282.95 0.0
17125200 282.45 0.0
17128800 281.65 0.0
17132400 281.55 0.0
17136000 281.25 2.0
17139600 281.95 18.0
17143200 282.45 73.0
17146800 283.35 154.0
17150400 284.05 102.0
17154000 285.05 157.0
17157600 285.65 248.0
17161200 285.65 134.0
17164800 285.15 57.0
17168400 284.25 2.0
17172000 284.45 0.0
17175600 284.65 0.0
17179200 284.75 0.0
17182800 283.95 0.0
17186400 283.35 0.0
17190000 283.35 0.0
17193600 283.15 0.0
17197200 282.95 0.0
17200800 282.75 0.0
17204400 282.55 0.0
17208000 281.95 0.0
17211600 281.35 0.0
17215200 281.05 0.0
17218800 280.85 0.0
17222400 280.55 2.0
17226000 281.15 67.0
17229600 282.45 163.0
17233200 283.35 245.0
17236800 283.75 272.0
17240400 284.05 254.0
17244000 284.15 210.0
17247600 283.75 141.0
17251200 282.85 44.0
17254800 282.35 1.0
17258400 281.85 0.0
17262000 281.55 0.0
17265600 281.25 0.0
17269200 281.05 0.0
17272800 280.75 0.0
17276400 280.55 0.0
17280000 280.35 0.0
17283600 280.95 0.0
17287200 280.25 0.0
17290800 280.05 0.0
17294400 280.05 0.0
17298000 279.25 0.0
17301600 280.65 0.0
17305200 280.45 0.0
17308800 280.45 1.0
17312400 280.85 38.0
17316000 281.25 105.0
17319600 282.15 167.0
17323200 283.55 255.0
17326800 284.15 211.0
17330400 284.85 259.0
17334000 284.85 162.0
17337600 283.85 54.0
17341200 282.25 3.0
17344800 282.25 0.0
17348400 281.95 0.0
17352000 281.95 0.0
17355600 281.75 0.0
17359200 281.35 0.0
17362800 280.85 0.0
17366400 282.35 0.0
17370000 281.35 0.0
17373600 281.45 0.0
17377200 280.75 0.0
17380800 280.25 0.0
17384400 280.35 0.0
17388000 280.85 0.0
17391600 280.45 0.0
17395200 279.95 1.0
17398800 279.85 25.0
17402400 280.25 74.0
17406000 281.25 221.0
17409600 281.55 211.0
17413200 282.85 315.0
17416800 283.25 282.0
17420400 282.95 123.0
17424000 281.85 71.0
17427600 280.45 4.0
17431200 279.75 0.0
17434800 279.15 0.0
17438400 279.25 0.0
17442000 278.95 0.0
17445600 278.65 0.0
17449200 277.75 0.0
17452800 276.85 0.0
17456400 276.65 0.0
17460000 276.55 0.0
17463600 276.35 0.0
17467200 276.45 0.0
17470800 276.55 0.0
17474400 275.85 0.0
17478000 275.75 0.0
17481600 276.15 2.0
17485200 277.15 47.0
17488800 278.55 102.0
17492400 280.15 206.0
17496000 280.55 290.0
17499600 282.45 305.0
17503200 283.35 269.0
17506800 283.15 123.0
17510400 282.25 71.0
17514000 281.35 3.0
17517600 281.85 0.0
17521200 281.95 0.0
17524800 282.05 0.0
17528400 281.75 0.0
17532000 281.45 0.0
17535600 280.65 0.0
17539200 280.05 0.0
17542800 280.05 0.0
17546400 280.45 0.0
17550000 279.85 0.0
17553600 279.05 0.0
17557200 278.65 0.0
17560800 278.35 0.0
17564400 277.75 0.0
17568000 277.85 3.0
17571600 278.65 53.0
17575200 279.25 102.0
17578800 281.25 175.0
17582400 281.05 236.0
17586000 282.05 180.0
17589600 282.35 93.0
17593200 282.95 110.0
17596800 282.35 74.0
17600400 281.95 4.0
17604000 281.45 0.0
17607600 281.15 0.0
17611200 280.65 0.0
17614800 280.85 0.0
17618400 280.75 0.0
17622000 280.85 0.0
17625600 281.95 0.0
17629200 282.05 0.0
17632800 281.95 0.0
17636400 281.75 0.0
17640000 281.45 0.0
17643600 281.05 0.0
17647200 281.55 0.0
17650800 281.15 0.0
17654400 280.45 3.0
17658000 280.85 65.0
17661600 281.65 135.0
17665200 282.75 232.0
17668800 284.45 278.0
17672400 285.55 327.0
17676000 285.95 288.0
17679600 285.65 130.0
17683200 285.15 24.0
17686800 284.85 1.0
17690400 284.35 0.0
17694000 283.45 0.0
17697600 282.95 0.0
17701200 282.45 0.0
17704800 282.15 0.0
17708400 281.75 0.0
17712000 280.95 0.0
17715600 280.65 0.0
17719200 280.35 0.0
17722800 280.15 0.0
17726400 280.35 0.0
17730000 280.55 0.0
17733600 280.05 0.0
17737200 280.05 0.0
17740800 280.65 3.0
17744400 281.35 39.0
17748000 281.85 79.0
17751600 282.25 98.0
17755200 283.45 161.0
17758800 283.75 218.0
17762400 284.45 223.0
17766000 283.75 175.0
17769600 283.25 72.0
17773200 282.35 6.0
17776800 281.65 0.0
17780400 281.15 0.0
17784000 280.55 0.0
17787600 279.95 0.0
17791200 279.65 0.0
17794800 279.15 0.0
17798400 278.65 0.0
17802000 278.45 0.0
17805600 278.35 0.0
17809200 278.05 0.0
17812800 278.05 0.0
17816400 278.25 0.0
17820000 278.75 0.0
17823600 279.25 0.0
17827200 279.25 1.0
17830800 279.55 14.0
17834400 280.05 35.0
17838000 280.65 81.0
17841600 281.05 181.0
17845200 281.95 252.0
17848800 282.35 230.0
17852400 282.05 121.0
17856000 281.55 51.0
17859600 280.45 6.0
17863200 279.95 0.0
17866800 279.35 0.0
17870400 278.95 0.0
17874000 278.75 0.0
17877600 278.25 0.0
17881200 277.85 0.0
17884800 277.95 0.0
17888400 277.45 0.0
17892000 276.95 0.0
17895600 276.55 0.0
17899200 276.25 0.0
17902800 276.15 0.0
17906400 276.45 0.0
17910000 276.45 0.0
17913600 275.85 4.0
17917200 276.85 79.0
17920800 278.15 167.0
17924400 279.15 238.0
17928000 280.05 265.0
17931600 281.25 198.0
17935200 282.05 309.0
17938800 282.35 217.0
17942400 281.35 101.0
17946000 280.05 9.0
17949600 279.35 0.0
17953200 278.65 0.0
17956800 277.85 0.0
17960400 277.15 0.0
17964000 276.55 0.0
17967600 276.15 0.0
17971200 276.55 0.0
17974800 276.95 0.0
17978400 276.35 0.0
17982000 276.75 0.0
17985600 276.95 0.0
17989200 277.45 0.0
17992800 277.55 0.0
17996400 277.75 0.0
18000000 277.95 2.0
18003600 278.55 27.0
18007200 279.35 79.0
18010800 280.15 170.0
18014400 280.55 161.0
18018000 280.65 152.0
18021600 280.35 72.0
18025200 279.95 48.0
18028800 279.65 22.0
18032400 279.55 2.0
18036000 278.95 0.0
18039600 278.95 0.0
18043200 278.15 0.0
18046800 277.45 0.0
18050400 276.95 0.0
18054000 276.55 0.0
18057600 277.75 0.0
18061200 277.55 0.0
18064800 277.05 0.0
18068400 276.55 0.0
18072000 276.15 0.0
18075600 275.95 0.0
18079200 276.85 0.0
18082800 276.85 0.0
18086400 276.65 6.0
18090000 277.25 61.0
18093600 277.35 94.0
18097200 277.65 110.0
18100800 278.85 129.0
18104400 280.25 122.0
18108000 280.55 66.0
18111600 281.25 144.0
18115200 280.55 82.0
18118800 279.75 8.0
18122400 279.75 0.0
18126000 279.55 0.0
18129600 279.25 0.0
18133200 278.25 0.0
18136800 277.55 0.0
18140400 277.25 0.0
18144000 278.15 0.0
18147600 278.35 0.0
18151200 278.55 0.0
18154800 278.05 0.0
18158400 278.25 0.0
18162000 278.55 0.0
18165600 278.05 0.0
18169200 277.95 0.0
18172800 278.15 1.0
18176400 278.55 11.0
18180000 279.25 35.0
18183600 279.75 28.0
18187200 280.85 39.0
18190800 281.55 44.0
18194400 281.65 26.0
18198000 281.85 26.0
18201600 281.65 17.0
18205200 281.45 3.0
18208800 281.35 0.0
18212400 280.45 0.0
18216000 279.85 0.0
18219600 279.35 0.0
18223200 278.85 0.0
18226800 278.05 0.0
18230400 278.15 0.0
18234000 277.35 0.0
18237600 277.55 0.0
18241200 277.05 0.0
18244800 276.45 0.0
18248400 275.95 0.0
18252000 276.35 0.0
18255600 275.55 0.0
18259200 275.65 6.0
18262800 276.75 65.0
18266400 277.85 126.0
18270000 278.65 175.0
18273600 279.25 229.0
18277200 279.95 191.0
18280800 280.05 161.0
18284400 279.95 122.0
18288000 279.45 60.0
18291600 278.25 8.0
18295200 278.25 0.0
18298800 278.45 0.0
18302400 277.45 0.0
18306000 276.85 0.0
18309600 276.35 0.0
18313200 275.55 0.0
18316800 275.25 0.0
18320400 274.45 0.0
18324000 274.15 0.0
18327600 273.75 0.0
18331200 273.65 0.0
18334800 273.35 0.0
18338400 273.25 0.0
18342000 273.25 0.0
18345600 273.35 5.0
18349200 273.95 41.0
18352800 275.05 105.0
18356400 275.95 120.0
18360000 275.75 157.0
18363600 276.85 172.0
18367200 277.85 161.0
18370800 278.25 94.0
18374400 278.25 43.0
18378000 278.15 7.0
18381600 278.25 0.0
18385200 278.55 0.0
18388800 278.15 0.0
18392400 277.85 0.0
18396000 277.05 0.0
18399600 277.05 0.0
18403200 277.45 0.0
18406800 276.95 0.0
18410400 276.85 0.0
18414000 276.65 0.0
18417600 277.25 0.0
18421200 277.45 0.0
18424800 277.45 0.0
18428400 278.15 0.0
18432000 279.05 7.0
18435600 280.05 40.0
18439200 280.95 87.0
18442800 281.65 109.0
18446400 282.95 280.0
18450000 283.55 250.0
18453600 284.15 205.0
18457200 283.55 173.0
18460800 282.95 56.0
18464400 282.25 13.0
18468000 282.05 0.0
18471600 281.55 0.0
18475200 281.35 0.0
18478800 281.55 0.0
18482400 281.35 0.0
18486000 280.65 0.0
18489600 280.85 0.0
18493200 280.75 0.0
18496800 280.55 0.0
18500400 280.35 0.0
18504000 280.05 0.0
18507600 279.75 0.0
18511200 279.05 0.0
18514800 279.05 0.0
18518400 278.95 7.0
18522000 279.35 58.0
18525600 280.15 107.0
18529200 280.65 129.0
18532800 279.95 199.0
18536400 280.65 156.0
18540000 281.35 126.0
18543600 281.55 69.0
18547200 281.15 20.0
18550800 279.45 14.0
18554400 279.25 0.0
18558000 278.55 0.0
18561600 278.55 0.0
18565200 278.55 0.0
18568800 277.85 0.0
18572400 277.35 0.0
18576000 279.05 0.0
18579600 279.65 0.0
18583200 279.15 0.0
18586800 278.35 0.0
18590400 278.25 0.0
18594000 278.15 0.0
18597600 279.15 0.0
18601200 279.45 0.0
18604800 279.75 4.0
18608400 280.35 34.0
18612000 280.95 62.0
18615600 280.75 54.0
18619200 281.45 141.0
18622800 281.75 75.0
18626400 281.85 71.0
18630000 282.15 70.0
18633600 281.75 23.0
18637200 281.25 5.0
18640800 280.15 0.0
18644400 279.95 0.0
18648000 279.65 0.0
18651600 279.25 0.0
18655200 279.25 0.0
18658800 279.15 0.0
18662400 279.35 0.0
18666000 279.65 0.0
18669600 278.65 0.0
18673200 278.85 0.0
18676800 278.35 0.0
18680400 278.45 0.0
18684000 276.35 0.0
18687600 276.05 0.0
18691200 276.15 8.0
18694800 276.65 59.0
18698400 277.35 64.0
18702000 278.05 52.0
18705600 280.75 132.0
18709200 282.35 176.0
18712800 283.45 246.0
18716400 283.55 176.0
18720000 282.85 81.0
18723600 281.45 21.0
18727200 281.55 0.0
18730800 281.65 0.0
18734400 281.55 0.0
18738000 281.05 0.0
18741600 280.75 0.0
18745200 280.85 0.0
18748800 280.55 0.0
18752400 280.65 0.0
18756000 279.95 0.0
18759600 280.15 0.0
18763200 280.45 0.0
18766800 280.75 0.0
18770400 280.85 0.0
18774000 281.05 0.0
18777600 280.95 2.0
18781200 281.05 15.0
18784800 281.25 33.0
18788400 280.95 41.0
18792000 281.85 80.0
18795600 282.85 139.0
18799200 282.85 139.0
18802800 282.95 118.0
18806400 282.65 53.0
18810000 282.35 15.0
18813600 281.45 0.0
18817200 281.15 0.0
18820800 280.45 0.0
18824400 279.85 0.0
18828000 279.45 0.0
18831600 278.95 0.0
18835200 278.75 0.0
18838800 278.05 0.0
18842400 277.75 0.0
18846000 277.45 0.0
18849600 277.15 0.0
18853200 276.85 0.0
18856800 277.25 0.0
18860400 276.65 0.0
18864000 276.55 14.0
18867600 277.75 86.0
18871200 279.45 240.0
18874800 281.15 347.0
18878400 282.95 396.0
18882000 282.55 391.0
18885600 284.35 326.0
18889200 284.25 165.0
18892800 283.15 129.0
18896400 282.45 19.0
18900000 282.85 0.0
18903600 282.55 0.0
18907200 282.05 0.0
18910800 281.75 0.0
18914400 281.55 0.0
18918000 281.55 0.0
18921600 281.05 0.0
18925200 280.85 0.0
18928800 280.85 0.0
18932400 280.85 0.0
18936000 280.55 0.0
18939600 280.95 0.0
18943200 280.95 0.0
18946800 280.75 0.0
18950400 280.85 8.0
18954000 281.35 39.0
18957600 282.85 130.0
18961200 282.85 94.0
18964800 282.55 58.0
18968400 284.75 302.0
18972000 284.25 98.0
18975600 284.25 105.0
18979200 283.45 27.0
18982800 282.75 9.0
18986400 282.05 0.0
18990000 282.05 0.0
18993600 281.65 0.0
18997200 281.65 0.0
19000800 281.25 0.0
19004400 281.25 0.0
19008000 281.65 0.0
19011600 281.65 0.0
19015200 281.65 0.0
19018800 281.45 0.0
19022400 281.65 0.0
19026000 281.75 0.0
19029600 282.05 0.0
19033200 281.75 0.0
19036800 282.05 13.0
19040400 283.15 108.0
19044000 284.15 226.0
19047600 284.95 267.0
19051200 284.35 328.0
19054800 285.75 383.0
19058400 285.75 316.0
19062000 285.45 240.0
19065600 283.85 106.0
19069200 283.45 26.0
19072800 282.95 0.0
19076400 282.45 0.0
19080000 281.65 0.0
19083600 281.05 0.0
19087200 280.45 0.0
19090800 280.25 0.0
19094400 280.25 0.0
19098000 279.85 0.0
19101600 279.45 0.0
19105200 279.15 0.0
19108800 278.85 0.0
19112400 278.85 0.0
19116000 279.45 0.0
19119600 279.25 0.0
19123200 280.05 17.0
19126800 281.15 75.0
19130400 282.15 160.0
19134000 283.65 306.0
19137600 284.65 370.0
19141200 285.25 299.0
19144800 285.65 304.0
19148400 285.65 253.0
19152000 284.85 127.0
19155600 283.35 33.0
19159200 282.45 0.0
19162800 281.65 0.0
19166400 281.15 0.0
19170000 280.75 0.0
19173600 280.35 0.0
19177200 279.85 0.0
19180800 280.15 0.0
19184400 280.05 0.0
19188000 279.35 0.0
19191600 278.65 0.0
19195200 277.55 0.0
19198800 276.85 0.0
19202400 277.15 0.0
19206000 276.95 0.0
19209600 277.05 24.0
19213200 278.45 143.0
19216800 280.45 270.0
19220400 282.55 360.0
19224000 284.45 418.0
19227600 285.55 423.0
19231200 285.95 381.0
19234800 286.05 288.0
19238400 284.85 122.0
19242000 283.25 30.0
19245600 282.15 0.0
19249200 281.35 0.0
19252800 280.85 0.0
19256400 280.35 0.0
19260000 279.55 0.0
19263600 278.85 0.0
19267200 278.15 0.0
19270800 277.05 0.0
19274400 276.65 0.0
19278000 276.75 0.0
19281600 276.55 0.0
19285200 276.35 0.0
19288800 277.35 0.0
19292400 277.25 0.0
19296000 277.25 12.0
19299600 277.45 61.0
19303200 278.35 134.0
19306800 280.35 230.0
19310400 281.35 367.0
19314000 282.35 262.0
19317600 283.25 167.0
19321200 283.85 266.0
19324800 283.35 136.0
19328400 282.15 37.0
19332000 282.15 0.0
19335600 282.05 0.0
19339200 281.95 0.0
19342800 281.95 0.0
19346400 281.45 0.0
19350000 281.15 0.0
19353600 281.55 0.0
19357200 281.85 0.0
19360800 282.15 0.0
19364400 282.15 0.0
19368000 281.95 0.0
19371600 282.05 0.0
19375200 281.35 0.0
19378800 281.45 0.0
19382400 281.55 20.0
19386000 282.75 129.0
19389600 283.65 152.0
19393200 284.75 228.0
19396800 285.45 242.0
19400400 285.65 178.0
19404000 286.25 204.0
19407600 285.65 79.0
19411200 284.25 33.0
19414800 284.15 4.0
19418400 284.55 0.0
19422000 284.45 0.0
19425600 284.15 0.0
19429200 284.45 0.0
19432800 284.75 0.0
19436400 284.05 0.0
19440000 283.75 0.0
19443600 283.75 0.0
19447200 283.25 0.0
19450800 283.15 0.0
19454400 282.95 0.0
19458000 283.25 0.0
19461600 283.65 0.0
19465200 283.85 0.0
19468800 283.85 22.0
19472400 284.05 97.0
19476000 284.65 113.0
19479600 285.75 276.0
19483200 284.95 346.0
19486800 285.45 265.0
19490400 285.95 325.0
19494000 285.65 173.0
19497600 284.35 37.0
19501200 283.75 6.0
19504800 283.25 0.0
19508400 283.55 0.0
19512000 283.95 0.0
19515600 284.25 0.0
19519200 284.15 0.0
19522800 284.45 0.0
19526400 284.05 0.0
19530000 283.75 0.0
19533600 283.75 0.0
19537200 282.95 0.0
19540800 283.15 0.0
19544400 282.45 0.0
19548000 282.15 0.0
19551600 282.65 0.0
19555200 282.65 22.0
19558800 282.75 112.0
19562400 283.35 99.0
19566000 283.65 183.0
19569600 283.85 365.0
19573200 284.85 209.0
19576800 285.15 272.0
19580400 284.45 195.0
19584000 283.85 150.0
19587600 282.95 40.0
19591200 282.35 0.0
19594800 282.15 0.0
19598400 281.75 0.0
19602000 281.45 0.0
19605600 281.15 0.0
19609200 280.95 0.0
19612800 281.05 0.0
19616400 280.55 0.0
19620000 280.25 0.0
19623600 280.25 0.0
19627200 280.65 0.0
19630800 280.85 0.0
19634400 280.65 0.0
19638000 280.55 0.0
19641600 280.95 16.0
19645200 281.55 88.0
19648800 282.15 109.0
19652400 282.55 146.0
19656000 281.85 91.0
19659600 281.85 49.0
19663200 282.05 103.0
19666800 281.95 55.0
19670400 281.65 37.0
19674000 281.25 12.0
19677600 281.05 0.0
19681200 281.05 0.0
19684800 280.95 0.0
19688400 280.85 0.0
19692000 280.75 0.0
19695600 280.55 0.0
19699200 280.65 0.0
19702800 280.15 0.0
19706400 279.65 0.0
19710000 278.45 0.0
19713600 277.15 0.0
19717200 276.25 0.0
19720800 275.95 0.0
19724400 275.15 0.0
19728000 274.65 13.0
19731600 274.65 73.0
19735200 274.85 117.0
19738800 275.35 190.0
19742400 274.95 223.0
19746000 275.35 194.0
19749600 275.85 224.0
19753200 276.15 144.0
19756800 276.65 129.0
19760400 275.65 58.0
19764000 274.65 0.0
19767600 274.05 0.0
19771200 273.35 0.0
19774800 272.95 0.0
19778400 272.75 0.0
19782000 272.35 0.0
19785600 272.15 0.0
19789200 272.05 0.0
19792800 272.05 0.0
19796400 272.35 0.0
19800000 272.25 0.0
19803600 272.45 0.0
19807200 272.65 0.0
19810800 272.95 0.0
19814400 273.45 20.0
19818000 273.95 50.0
19821600 274.75 80.0
19825200 275.35 154.0
19828800 276.25 47.0
19832400 275.55 40.0
19836000 275.85 32.0
19839600 276.55 29.0
19843200 277.35 9.0
19846800 278.55 5.0
19850400 280.75 0.0
19854000 282.25 0.0
19857600 282.15 0.0
19861200 281.55 0.0
19864800 281.25 0.0
19868400 281.25 0.0
19872000 281.55 0.0
19875600 280.95 0.0
19879200 280.65 0.0
19882800 280.15 0.0
19886400 279.95 0.0
19890000 279.65 0.0
19893600 280.45 0.0
19897200 280.05 0.0
19900800 280.25 46.0
19904400 280.95 154.0
19908000 281.35 219.0
19911600 282.35 352.0
19915200 282.65 402.0
19918800 283.15 437.0
19922400 283.35 393.0
19926000 282.75 275.0
19929600 282.35 173.0
19933200 280.15 44.0
19936800 280.05 0.0
19940400 280.05 0.0
19944000 279.85 0.0
19947600 279.85 0.0
19951200 279.65 0.0
19954800 279.35 0.0
19958400 279.55 0.0
19962000 279.45 0.0
19965600 279.35 0.0
19969200 279.65 0.0
19972800 278.95 0.0
19976400 278.95 0.0
19980000 279.15 0.0
19983600 278.75 0.0
19987200 278.85 45.0
19990800 279.25 130.0
19994400 279.65 280.0
19998000 280.15 365.0
20001600 280.35 400.0
20005200 280.55 414.0
20008800 280.65 405.0
20012400 280.85 322.0
20016000 280.55 199.0
20019600 278.75 67.0
20023200 278.55 1.0
20026800 277.65 0.0
20030400 277.15 0.0
20034000 277.25 0.0
20037600 277.35 0.0
20041200 277.05 0.0
20044800 277.65 0.0
20048400 277.35 0.0
20052000 277.05 0.0
20055600 276.65 0.0
20059200 276.85 0.0
20062800 276.95 0.0
20066400 276.85 0.0
20070000 276.45 0.0
20073600 276.35 9.0
20077200 276.95 46.0
20080800 277.65 76.0
20084400 278.35 86.0
20088000 278.25 109.0
20091600 279.55 154.0
20095200 280.25 135.0
20098800 279.95 40.0
20102400 280.05 13.0
20106000 280.35 13.0
20109600 281.85 0.0
20113200 281.75 0.0
20116800 281.75 0.0
20120400 281.95 0.0
20124000 281.65 0.0
20127600 281.55 0.0
20131200 281.45 0.0
20134800 281.25 0.0
20138400 279.95 0.0
20142000 280.15 0.0
20145600 280.15 0.0
20149200 279.85 0.0
20152800 279.65 0.0
20156400 280.45 0.0
20160000 280.55 28.0
20163600 281.05 49.0
20167200 282.05 138.0
20170800 282.15 202.0
20174400 281.05 78.0
20178000 281.75 201.0
20181600 282.65 139.0
20185200 283.65 197.0
20188800 282.55 89.0
20192400 281.85 24.0
20196000 281.65 1.0
20199600 281.45 0.0
20203200 281.15 0.0
20206800 280.95 0.0
20210400 280.55 0.0
20214000 280.25 0.0
20217600 280.15 0.0
20221200 279.75 0.0
20224800 279.45 0.0
20228400 279.15 0.0
20232000 278.85 0.0
20235600 278.95 0.0
20239200 279.25 0.0
20242800 278.55 0.0
20246400 278.85 38.0
20250000 279.75 104.0
20253600 281.15 206.0
20257200 282.75 301.0
20260800 282.95 254.0
20264400 284.05 330.0
20268000 284.05 197.0
20271600 283.85 110.0
20275200 284.25 175.0
20278800 283.45 44.0
20282400 282.55 2.0
20286000 283.15 0.0
20289600 283.35 0.0
20293200 283.15 0.0
20296800 283.35 0.0
20300400 282.85 0.0
20304000 282.85 0.0
20307600 282.95 0.0
20311200 282.85 0.0
20314800 282.65 0.0
20318400 282.75 0.0
20322000 283.15 0.0
20325600 283.55 0.0
20329200 283.85 0.0
20332800 283.85 34.0
20336400 284.15 96.0
20340000 285.45 278.0
20343600 286.75 365.0
20347200 287.45 489.0
20350800 288.05 406.0
20354400 288.55 397.0
20358000 288.65 323.0
20361600 288.15 215.0
20365200 286.95 31.0
20368800 286.05 1.0
20372400 285.65 0.0
20376000 285.65 0.0
20379600 285.45 0.0
20383200 285.25 0.0
20386800 285.15 0.0
20390400 285.15 0.0
20394000 284.85 0.0
20397600 284.65 0.0
20401200 284.65 0.0
20404800 284.75 0.0
20408400 284.65 0.0
20412000 284.55 0.0
20415600 284.45 0.0
20419200 284.45 25.0
20422800 285.05 102.0
20426400 285.75 165.0
20430000 285.55 80.0
20433600 286.25 124.0
20437200 286.35 163.0
20440800 286.45 106.0
20444400 286.55 104.0
20448000 285.45 35.0
20451600 284.45 10.0
20455200 283.95 1.0
20458800 283.75 0.0
20462400 283.75 0.0
20466000 284.05 0.0
20469600 284.05 0.0
20473200 284.05 0.0
20476800 284.15 0.0
20480400 284.15 0.0
20484000 283.95 0.0
20487600 283.75 0.0
20491200 283.85 0.0
20494800 283.75 0.0
20498400 283.45 0.0
20502000 283.25 1.0
20505600 283.75 42.0
20509200 284.95 145.0
20512800 285.95 300.0
20516400 286.55 362.0
20520000 287.15 403.0
20523600 288.15 370.0
20527200 288.15 345.0
20530800 288.15 330.0
20534400 287.45 186.0
20538000 286.25 78.0
20541600 285.25 3.0
20545200 285.55 0.0
20548800 285.15 0.0
20552400 285.35 0.0
20556000 284.85 0.0
20559600 284.25 0.0
20563200 284.35 0.0
20566800 284.55 0.0
20570400 284.85 0.0
20574000 284.75 0.0
20577600 284.75 0.0
20581200 284.65 0.0
20584800 284.55 0.0
20588400 284.65 1.0
20592000 284.75 23.0
20595600 285.45 91.0
20599200 286.05 160.0
20602800 286.75 226.0
20606400 287.35 330.0
20610000 287.85 330.0
20613600 288.35 357.0
20617200 288.25 232.0
20620800 288.35 156.0
20624400 287.55 66.0
20628000 285.75 4.0
20631600 285.05 0.0
20635200 284.35 0.0
20638800 283.75 0.0
20642400 283.35 0.0
20646000 282.95 0.0
20649600 282.55 0.0
20653200 282.05 0.0
20656800 281.35 0.0
20660400 280.95 0.0
20664000 280.65 0.0
20667600 280.25 0.0
20671200 280.55 0.0
20674800 280.15 2.0
20678400 281.35 76.0
20682000 283.25 197.0
20685600 285.35 348.0
20689200 287.55 470.0
20692800 289.95 530.0
20696400 291.35 533.0
20700000 292.25 482.0
20703600 292.65 384.0
20707200 292.25 250.0
20710800 289.75 100.0
20714400 288.55 6.0
20718000 287.55 0.0
20721600 286.75 0.0
20725200 285.95 0.0
20728800 284.75 0.0
20732400 284.05 0.0
20736000 284.45 0.0
20739600 283.85 0.0
20743200 283.25 0.0
20746800 282.55 0.0
20750400 282.15 0.0
20754000 281.95 0.0
20757600 282.25 0.0
20761200 281.85 3.0
20764800 282.95 87.0
20768400 284.75 232.0
20772000 286.55 368.0
20775600 288.25 466.0
20779200 289.45 518.0
20782800 290.35 523.0
20786400 290.75 474.0
20790000 290.65 378.0
20793600 289.95 245.0
20797200 288.55 100.0
20800800 287.25 6.0
20804400 286.55 0.0
20808000 285.75 0.0
20811600 285.25 0.0
20815200 284.75 0.0
20818800 284.35 0.0
20822400 283.75 0.0
20826000 283.35 0.0
20829600 283.05 0.0
20833200 282.85 0.0
20836800 282.65 0.0
20840400 282.45 0.0
20844000 282.75 0.0
20847600 282.45 4.0
20851200 283.35 91.0
20854800 284.85 236.0
20858400 286.45 376.0
20862000 287.75 486.0
20865600 287.95 356.0
20869200 287.85 217.0
20872800 287.65 165.0
20876400 286.35 70.0
20880000 285.95 37.0
20883600 285.85 17.0
20887200 286.55 1.0
20890800 285.45 0.0
20894400 284.95 0.0
20898000 284.85 0.0
20901600 284.25 0.0
20905200 283.75 0.0
20908800 283.95 0.0
20912400 283.75 0.0
20916000 283.35 0.0
20919600 283.25 0.0
20923200 282.85 0.0
20926800 282.25 0.0
20930400 281.85 0.0
20934000 281.65 4.0
20937600 281.95 92.0
20941200 282.75 240.0
20944800 283.55 347.0
20948400 284.35 409.0
20952000 285.05 403.0
20955600 285.55 524.0
20959200 285.65 457.0
20962800 285.75 369.0
20966400 285.25 247.0
20970000 284.15 107.0
20973600 282.85 8.0
20977200 281.95 0.0
20980800 281.05 0.0
20984400 280.45 0.0
20988000 279.85 0.0
20991600 279.25 0.0
20995200 278.55 0.0
20998800 278.05 0.0
21002400 277.85 0.0
21006000 277.65 0.0
21009600 277.35 0.0
21013200 277.15 0.0
21016800 277.15 0.0
21020400 277.05 5.0
21024000 278.35 100.0
21027600 280.15 232.0
21031200 282.15 384.0
21034800 283.95 477.0
