#1
double tmy(8761,3)
8456400 285.65 0.0
8460000 285.15 0.0
8463600 284.05 0.0
8467200 283.45 0.0
8470800 283.05 0.0
8474400 282.75 0.0
8478000 282.45 0.0
8481600 282.25 0.0
8485200 281.95 0.0
8488800 281.65 0.0
8492400 281.75 26.0
8496000 282.95 105.0
8499600 285.05 195.0
8503200 287.85 407.0
8506800 289.45 523.0
8510400 290.25 555.0
8514000 290.85 535.0
8517600 291.15 465.0
8521200 291.25 356.0
8524800 290.85 215.0
8528400 289.45 72.0
8532000 288.55 1.0
8535600 287.85 0.0
8539200 287.05 0.0
8542800 286.25 0.0
8546400 285.85 0.0
8550000 285.15 0.0
8553600 284.35 0.0
8557200 283.65 0.0
8560800 283.45 0.0
8564400 283.15 0.0
8568000 282.75 0.0
8571600 282.85 0.0
8575200 282.85 0.0
8578800 283.15 26.0
8582400 283.95 105.0
8586000 285.15 192.0
8589600 286.65 212.0
8593200 288.15 273.0
8596800 288.45 285.0
8600400 289.15 295.0
8604000 289.45 273.0
8607600 289.55 267.0
8611200 289.55 174.0
8614800 288.55 53.0
8618400 287.25 1.0
8622000 285.95 0.0
8625600 285.35 0.0
8629200 285.25 0.0
8632800 285.15 0.0
8636400 284.35 0.0
8640000 284.95 0.0
8643600 285.25 0.0
8647200 285.35 0.0
8650800 285.35 0.0
8654400 285.55 0.0
8658000 285.65 0.0
8661600 285.95 0.0
8665200 286.15 21.0
8668800 287.15 149.0
8672400 288.05 250.0
8676000 289.25 428.0
8679600 290.15 510.0
8683200 290.55 450.0
8686800 290.45 304.0
8690400 290.45 203.0
8694000 291.05 287.0
8697600 290.65 115.0
8701200 289.55 44.0
8704800 288.85 0.0
8708400 288.35 0.0
8712000 288.05 0.0
8715600 287.55 0.0
8719200 287.35 0.0
8722800 286.75 0.0
8726400 286.45 0.0
8730000 285.55 0.0
8733600 284.75 0.0
8737200 284.25 0.0
8740800 283.55 0.0
8744400 283.05 0.0
8748000 282.85 0.0
8751600 283.35 34.0
8755200 284.65 146.0
8758800 285.85 164.0
8762400 287.25 232.0
8766000 288.35 337.0
8769600 287.65 268.0
8773200 288.05 267.0
8776800 287.95 211.0
8780400 287.85 144.0
8784000 287.55 93.0
8787600 287.25 32.0
8791200 286.75 0.0
8794800 286.45 0.0
8798400 286.25 0.0
8802000 286.25 0.0
8805600 286.05 0.0
8809200 285.85 0.0
8812800 285.25 0.0
8816400 285.15 0.0
8820000 284.95 0.0
8823600 284.45 0.0
8827200 283.65 0.0
8830800 283.15 0.0
8834400 283.05 0.0
8838000 283.45 33.0
8841600 284.95 163.0
8845200 286.85 309.0
8848800 288.45 407.0
8852400 289.75 486.0
8856000 290.65 542.0
8859600 291.35 503.0
8863200 291.45 429.0
8866800 291.25 286.0
8870400 290.65 138.0
8874000 289.35 56.0
8877600 288.35 0.0
8881200 287.35 0.0
8884800 286.45 0.0
8888400 285.75 0.0
8892000 285.15 0.0
8895600 284.75 0.0
8899200 284.55 0.0
8902800 283.85 0.0
8906400 283.35 0.0
8910000 282.95 0.0
8913600 282.55 0.0
8917200 282.25 0.0
8920800 282.35 0.0
8924400 282.55 31.0
8928000 284.25 161.0
8931600 286.05 305.0
8935200 288.15 426.0
8938800 289.75 507.0
8942400 290.55 540.0
8946000 290.85 511.0
8949600 290.85 437.0
8953200 290.35 331.0
8956800 289.65 189.0
8960400 288.25 52.0
8964000 287.35 0.0
8967600 286.45 0.0
8971200 285.65 0.0
8974800 285.05 0.0
8978400 284.45 0.0
8982000 283.95 0.0
8985600 283.55 0.0
8989200 283.05 0.0
8992800 282.75 0.0
8996400 282.55 0.0
9000000 282.35 0.0
9003600 282.35 0.0
9007200 282.55 0.0
9010800 282.95 29.0
9014400 285.05 151.0
9018000 286.85 266.0
9021600 288.45 326.0
9025200 288.75 213.0
9028800 288.65 309.0
9032400 289.25 232.0
9036000 289.75 199.0
9039600 289.75 134.0
9043200 289.45 66.0
9046800 289.05 20.0
9050400 288.65 0.0
9054000 287.95 0.0
9057600 287.35 0.0
9061200 286.75 0.0
9064800 285.85 0.0
9068400 285.35 0.0
9072000 286.15 0.0
9075600 285.65 0.0
9079200 284.95 0.0
9082800 284.65 0.0
9086400 284.65 0.0
9090000 284.75 0.0
9093600 285.35 0.0
9097200 285.75 21.0
9100800 286.55 109.0
9104400 287.45 208.0
9108000 288.65 353.0
9111600 289.45 379.0
9115200 289.85 439.0
9118800 290.55 431.0
9122400 290.45 403.0
9126000 289.95 311.0
9129600 289.05 172.0
9133200 287.55 40.0
9136800 286.55 0.0
9140400 285.75 0.0
9144000 285.45 0.0
9147600 285.05 0.0
9151200 284.45 0.0
9154800 284.05 0.0
9158400 283.85 0.0
9162000 283.35 0.0
9165600 283.05 0.0
9169200 282.65 0.0
9172800 282.55 0.0
9176400 282.55 0.0
9180000 283.95 0.0
9183600 284.15 20.0
9187200 285.05 134.0
9190800 286.15 224.0
9194400 287.75 366.0
9198000 288.95 393.0
9201600 288.85 330.0
9205200 288.85 225.0
9208800 288.55 127.0
9212400 288.35 104.0
9216000 288.05 66.0
9219600 287.45 17.0
9223200 287.25 0.0
9226800 286.85 0.0
9230400 286.45 0.0
9234000 286.05 0.0
9237600 285.85 0.0
9241200 285.45 0.0
9244800 285.75 0.0
9248400 285.45 0.0
9252000 284.95 0.0
9255600 284.25 0.0
9259200 283.25 0.0
9262800 282.55 0.0
9266400 282.95 0.0
9270000 283.55 20.0
9273600 284.65 106.0
9277200 286.05 218.0
9280800 287.35 303.0
9284400 287.95 289.0
9288000 287.85 247.0
9291600 287.75 176.0
9295200 287.65 163.0
9298800 287.55 122.0
9302400 287.35 72.0
9306000 286.85 17.0
9309600 286.15 0.0
9313200 285.85 0.0
9316800 285.55 0.0
9320400 285.45 0.0
9324000 285.15 0.0
9327600 284.85 0.0
9331200 284.65 0.0
9334800 284.25 0.0
9338400 283.25 0.0
9342000 282.45 0.0
9345600 281.95 0.0
9349200 281.65 0.0
9352800 281.85 0.0
9356400 281.95 21.0
9360000 283.45 142.0
9363600 285.25 283.0
9367200 287.15 405.0
9370800 288.55 482.0
9374400 289.35 510.0
9378000 289.45 318.0
9381600 289.45 252.0
9385200 289.45 205.0
9388800 288.85 112.0
9392400 287.35 29.0
9396000 286.55 0.0
9399600 285.85 0.0
9403200 285.25 0.0
9406800 284.15 0.0
9410400 283.55 0.0
9414000 283.05 0.0
9417600 282.65 0.0
9421200 281.75 0.0
9424800 281.35 0.0
9428400 281.05 0.0
9432000 280.85 0.0
9435600 280.65 0.0
9439200 280.55 0.0
9442800 280.55 19.0
9446400 282.35 140.0
9450000 284.35 285.0
9453600 286.25 403.0
9457200 287.85 483.0
9460800 289.25 512.0
9464400 289.65 483.0
9468000 289.55 387.0
9471600 289.05 209.0
9475200 288.35 106.0
9478800 287.15 21.0
9482400 285.95 0.0
9486000 285.15 0.0
9489600 284.45 0.0
9493200 284.15 0.0
9496800 283.65 0.0
9500400 283.25 0.0
9504000 282.45 0.0
9507600 281.95 0.0
9511200 281.65 0.0
9514800 281.35 0.0
9518400 281.25 0.0
9522000 281.25 0.0
9525600 281.35 0.0
9529200 281.85 6.0
9532800 282.65 35.0
9536400 283.55 64.0
9540000 285.05 95.0
9543600 285.75 83.0
9547200 286.35 150.0
9550800 287.75 162.0
9554400 287.95 80.0
9558000 288.35 47.0
9561600 288.45 26.0
9565200 287.75 10.0
9568800 287.35 0.0
9572400 287.65 0.0
9576000 288.35 0.0
9579600 288.15 0.0
9583200 288.05 0.0
9586800 288.55 0.0
9590400 288.15 0.0
9594000 288.15 0.0
9597600 288.05 0.0
9601200 288.15 0.0
9604800 287.95 0.0
9608400 287.15 0.0
9612000 286.35 0.0
9615600 286.35 12.0
9619200 287.45 55.0
9622800 288.35 152.0
9626400 289.55 264.0
9630000 290.45 344.0
9633600 290.85 197.0
9637200 290.35 315.0
9640800 288.55 227.0
9644400 287.65 90.0
9648000 287.35 81.0
9651600 286.85 16.0
9655200 288.15 0.0
9658800 288.05 0.0
9662400 287.45 0.0
9666000 287.35 0.0
9669600 286.85 0.0
9673200 286.55 0.0
9676800 286.55 0.0
9680400 286.35 0.0
9684000 285.85 0.0
9687600 285.75 0.0
9691200 285.85 0.0
9694800 285.85 0.0
9698400 285.45 0.0
9702000 285.15 11.0
9705600 286.15 117.0
9709200 287.55 232.0
9712800 288.55 301.0
9716400 288.95 298.0
9720000 289.25 228.0
9723600 288.45 199.0
9727200 289.35 270.0
9730800 289.75 214.0
9734400 288.65 57.0
9738000 287.95 17.0
9741600 287.65 0.0
9745200 287.15 0.0
9748800 286.75 0.0
9752400 286.85 0.0
9756000 286.55 0.0
9759600 286.35 0.0
9763200 285.95 0.0
9766800 285.55 0.0
9770400 285.15 0.0
9774000 285.35 0.0
9777600 285.45 0.0
9781200 285.35 0.0
9784800 285.25 0.0
9788400 285.45 4.0
9792000 285.65 21.0
9795600 286.05 41.0
9799200 287.05 125.0
9802800 287.45 118.0
9806400 287.85 88.0
9810000 288.55 174.0
9813600 289.35 261.0
9817200 288.95 114.0
9820800 288.75 48.0
9824400 288.25 10.0
9828000 288.45 0.0
9831600 287.75 0.0
9835200 287.95 0.0
9838800 289.15 0.0
9842400 289.55 0.0
9846000 289.55 0.0
9849600 289.25 0.0
9853200 289.15 0.0
9856800 287.95 0.0
9860400 286.95 0.0
9864000 286.45 0.0
9867600 285.55 0.0
9871200 284.95 0.0
9874800 284.65 9.0
9878400 284.65 109.0
9882000 284.45 125.0
9885600 283.55 39.0
9889200 283.65 64.0
9892800 285.05 146.0
9896400 285.65 230.0
9900000 286.35 244.0
9903600 286.15 198.0
9907200 285.35 97.0
9910800 283.95 14.0
9914400 283.45 0.0
9918000 283.05 0.0
9921600 282.65 0.0
9925200 282.35 0.0
9928800 281.85 0.0
9932400 281.25 0.0
9936000 281.05 0.0
9939600 280.75 0.0
9943200 280.25 0.0
9946800 279.85 0.0
9950400 279.75 0.0
9954000 279.45 0.0
9957600 279.35 0.0
9961200 279.35 10.0
9964800 280.45 113.0
9968400 281.65 249.0
9972000 283.05 351.0
9975600 284.45 437.0
9979200 284.85 427.0
9982800 285.85 365.0
9986400 286.15 339.0
9990000 285.65 238.0
9993600 284.15 95.0
9997200 283.65 14.0
10000800 283.95 0.0
10004400 283.85 0.0
10008000 283.35 0.0
10011600 283.25 0.0
10015200 282.75 0.0
10018800 282.55 0.0
10022400 282.55 0.0
10026000 282.65 0.0
10029600 282.55 0.0
10033200 282.85 0.0
10036800 282.75 0.0
10040400 282.65 0.0
10044000 283.05 0.0
10047600 282.85 8.0
10051200 283.55 102.0
10054800 284.55 234.0
10058400 285.45 303.0
10062000 286.25 320.0
10065600 284.95 327.0
10069200 286.45 251.0
10072800 284.45 281.0
10076400 284.45 119.0
10080000 284.95 113.0
10083600 284.35 15.0
10087200 283.65 0.0
10090800 283.15 0.0
10094400 282.85 0.0
10098000 282.35 0.0
10101600 282.05 0.0
10105200 281.75 0.0
10108800 281.05 0.0
10112400 280.45 0.0
10116000 280.15 0.0
10119600 280.15 0.0
10123200 280.55 0.0
10126800 279.65 0.0
10130400 280.15 0.0
10134000 280.25 6.0
10137600 281.05 79.0
10141200 282.15 224.0
10144800 283.35 337.0
10148400 283.95 419.0
10152000 284.15 420.0
10155600 284.35 340.0
10159200 284.65 329.0
10162800 284.35 165.0
10166400 283.95 89.0
10170000 283.15 9.0
10173600 282.95 0.0
10177200 282.75 0.0
10180800 282.45 0.0
10184400 282.25 0.0
10188000 282.25 0.0
10191600 282.55 0.0
10195200 282.95 0.0
10198800 283.35 0.0
10202400 283.75 0.0
10206000 284.15 0.0
10209600 284.55 0.0
10213200 284.25 0.0
10216800 284.55 0.0
10220400 284.65 3.0
10224000 284.95 44.0
10227600 285.65 97.0
10231200 285.85 136.0
10234800 286.45 176.0
10238400 287.25 270.0
10242000 288.25 393.0
10245600 287.95 340.0
10249200 287.15 183.0
10252800 286.35 85.0
10256400 285.35 11.0
10260000 284.95 0.0
10263600 284.25 0.0
10267200 283.85 0.0
10270800 283.35 0.0
10274400 282.95 0.0
10278000 282.65 0.0
10281600 282.85 0.0
10285200 283.45 0.0
10288800 284.35 0.0
10292400 285.05 0.0
10296000 284.45 0.0
10299600 284.45 0.0
10303200 284.65 0.0
10306800 284.65 3.0
10310400 284.85 35.0
10314000 285.15 59.0
10317600 286.05 140.0
10321200 287.75 299.0
10324800 287.85 220.0
10328400 288.45 253.0
10332000 288.15 182.0
10335600 287.65 114.0
10339200 287.05 39.0
10342800 286.55 4.0
10346400 286.35 0.0
10350000 285.95 0.0
10353600 285.75 0.0
10357200 285.65 0.0
10360800 285.55 0.0
10364400 285.25 0.0
10368000 285.05 0.0
10371600 284.85 0.0
10375200 284.85 0.0
10378800 283.95 0.0
10382400 283.75 0.0
10386000 283.35 0.0
10389600 283.25 0.0
10393200 283.15 4.0
10396800 283.75 77.0
10400400 284.75 165.0
10404000 285.55 202.0
10407600 286.35 258.0
10411200 286.95 242.0
10414800 287.55 181.0
10418400 287.95 122.0
10422000 287.75 67.0
10425600 286.55 17.0
10429200 285.75 1.0
10432800 285.65 0.0
10436400 285.55 0.0
10440000 285.35 0.0
10443600 285.05 0.0
10447200 284.55 0.0
10450800 284.05 0.0
10454400 284.45 0.0
10458000 284.35 0.0
10461600 283.55 0.0
10465200 282.95 0.0
10468800 282.75 0.0
10472400 282.55 0.0
10476000 281.55 0.0
10479600 280.75 5.0
10483200 281.55 92.0
10486800 282.65 225.0
10490400 284.05 329.0
10494000 284.95 346.0
10497600 286.05 300.0
10501200 286.55 361.0
10504800 286.85 297.0
10508400 286.45 212.0
10512000 285.45 99.0
10515600 284.15 7.0
10519200 283.55 0.0
10522800 282.85 0.0
10526400 282.65 0.0
10530000 282.45 0.0
10533600 282.05 0.0
10537200 281.75 0.0
10540800 281.95 0.0
10544400 281.35 0.0
10548000 281.15 0.0
10551600 281.05 0.0
10555200 281.05 0.0
10558800 281.25 0.0
10562400 281.55 0.0
10566000 281.75 2.0
10569600 282.65 41.0
10573200 283.85 111.0
10576800 285.85 248.0
10580400 288.05 392.0
10584000 288.45 379.0
10587600 289.65 275.0
10591200 289.15 104.0
10594800 289.25 97.0
10598400 288.95 71.0
10602000 288.05 7.0
10605600 287.45 0.0
10609200 286.85 0.0
10612800 286.75 0.0
10616400 286.75 0.0
10620000 286.75 0.0
10623600 286.55 0.0
10627200 287.15 0.0
10630800 287.05 0.0
10634400 287.15 0.0
10638000 287.15 0.0
10641600 287.65 0.0
10645200 287.65 0.0
10648800 288.25 0.0
10652400 288.55 1.0
10656000 289.05 51.0
10659600 288.75 34.0
10663200 287.35 32.0
10666800 287.15 53.0
10670400 286.25 45.0
10674000 286.25 59.0
10677600 286.25 64.0
10681200 286.85 162.0
10684800 286.55 68.0
10688400 285.85 6.0
10692000 285.75 0.0
10695600 285.45 0.0
10699200 285.15 0.0
10702800 284.85 0.0
10706400 284.75 0.0
10710000 284.65 0.0
10713600 284.75 0.0
10717200 284.65 0.0
10720800 284.35 0.0
10724400 283.65 0.0
10728000 283.55 0.0
10731600 283.45 0.0
10735200 283.45 0.0
10738800 283.15 2.0
10742400 283.85 70.0
10746000 284.55 129.0
10749600 284.55 189.0
10753200 285.05 130.0
10756800 286.35 341.0
10760400 286.25 312.0
10764000 286.55 308.0
10767600 285.85 214.0
10771200 285.25 85.0
10774800 284.15 5.0
10778400 283.75 0.0
10782000 282.75 0.0
10785600 281.95 0.0
10789200 281.55 0.0
10792800 281.85 0.0
10796400 281.55 0.0
10800000 281.85 0.0
10803600 280.95 0.0
10807200 280.65 0.0
10810800 280.45 0.0
10814400 280.25 0.0
10818000 280.15 0.0
10821600 280.45 0.0
10825200 281.95 1.0
10828800 283.05 28.0
10832400 283.95 76.0
10836000 284.85 111.0
10839600 286.15 220.0
10843200 287.75 243.0
10846800 288.25 209.0
10850400 288.75 237.0
10854000 288.45 134.0
10857600 287.65 39.0
10861200 286.85 3.0
10864800 286.15 0.0
10868400 285.55 0.0
10872000 285.45 0.0
10875600 285.15 0.0
10879200 284.75 0.0
10882800 284.35 0.0
10886400 284.95 0.0
10890000 284.55 0.0
10893600 283.45 0.0
10897200 282.75 0.0
10900800 282.25 0.0
10904400 281.65 0.0
10908000 281.25 0.0
10911600 280.75 1.0
10915200 281.65 67.0
10918800 282.85 181.0
10922400 284.35 282.0
10926000 285.95 360.0
10929600 287.95 371.0
10933200 289.25 371.0
10936800 289.85 309.0
10940400 289.75 214.0
10944000 288.55 86.0
10947600 287.45 4.0
10951200 287.45 0.0
10954800 286.45 0.0
10958400 285.85 0.0
10962000 285.35 0.0
10965600 285.25 0.0
10969200 284.95 0.0
10972800 285.55 0.0
10976400 285.15 0.0
10980000 284.55 0.0
10983600 283.95 0.0
10987200 284.05 0.0
10990800 283.65 0.0
10994400 283.65 0.0
10998000 283.15 1.0
11001600 283.85 65.0
11005200 285.25 186.0
11008800 286.85 279.0
11012400 288.25 361.0
11016000 289.85 378.0
11019600 290.35 286.0
11023200 290.15 193.0
11026800 290.05 175.0
11030400 289.15 68.0
11034000 288.35 3.0
11037600 287.95 0.0
11041200 287.25 0.0
11044800 286.75 0.0
11048400 286.25 0.0
11052000 286.25 0.0
11055600 285.75 0.0
11059200 286.05 0.0
11062800 285.55 0.0
11066400 284.95 0.0
11070000 284.45 0.0
11073600 283.95 0.0
11077200 284.15 0.0
11080800 284.85 0.0
11084400 285.55 0.0
11088000 285.95 20.0
11091600 286.35 42.0
11095200 286.55 61.0
11098800 286.85 89.0
11102400 286.85 69.0
11106000 287.15 52.0
11109600 287.25 63.0
11113200 287.25 93.0
11116800 286.85 38.0
11120400 285.25 2.0
11124000 285.75 0.0
11127600 285.75 0.0
11131200 285.85 0.0
11134800 285.95 0.0
11138400 284.95 0.0
11142000 284.25 0.0
11145600 283.65 0.0
11149200 283.35 0.0
11152800 282.95 0.0
11156400 282.55 0.0
11160000 282.05 0.0
11163600 281.85 0.0
11167200 282.25 0.0
11170800 282.85 0.0
11174400 283.55 26.0
11178000 284.25 56.0
11181600 284.95 78.0
11185200 286.55 168.0
11188800 287.65 206.0
11192400 287.65 185.0
11196000 287.65 127.0
11199600 287.85 126.0
11203200 287.05 54.0
11206800 286.05 2.0
11210400 285.55 0.0
11214000 285.15 0.0
11217600 284.75 0.0
11221200 284.35 0.0
11224800 283.85 0.0
11228400 283.35 0.0
11232000 283.95 0.0
11235600 284.15 0.0
11239200 283.25 0.0
11242800 282.15 0.0
11246400 281.85 0.0
11250000 281.75 0.0
11253600 282.35 0.0
11257200 282.65 0.0
11260800 283.05 26.0
11264400 283.55 39.0
11268000 284.35 64.0
11271600 284.95 74.0
11275200 285.35 63.0
11278800 285.45 40.0
11282400 285.75 45.0
11286000 285.85 44.0
11289600 285.45 22.0
11293200 284.75 1.0
11296800 284.15 0.0
11300400 283.35 0.0
11304000 282.75 0.0
11307600 282.35 0.0
11311200 281.75 0.0
11314800 281.55 0.0
11318400 281.55 0.0
11322000 280.75 0.0
11325600 280.55 0.0
11329200 280.15 0.0
11332800 279.75 0.0
11336400 279.45 0.0
11340000 280.25 0.0
11343600 280.35 0.0
11347200 280.55 21.0
11350800 281.15 83.0
11354400 281.75 147.0
11358000 282.65 177.0
11361600 283.95 203.0
11365200 284.55 199.0
11368800 284.85 236.0
11372400 284.55 169.0
11376000 283.65 56.0
11379600 283.15 1.0
11383200 283.15 0.0
11386800 282.95 0.0
11390400 282.95 0.0
11394000 282.75 0.0
11397600 282.35 0.0
11401200 281.65 0.0
11404800 281.25 0.0
11408400 281.05 0.0
11412000 280.75 0.0
11415600 280.55 0.0
11419200 280.35 0.0
11422800 279.55 0.0
11426400 280.05 0.0
11430000 279.75 0.0
11433600 280.15 47.0
11437200 281.15 158.0
11440800 282.25 206.0
11444400 283.25 234.0
11448000 284.35 313.0
11451600 284.25 134.0
11455200 284.25 124.0
11458800 284.75 58.0
11462400 284.75 21.0
11466000 284.95 0.0
11469600 284.75 0.0
11473200 284.75 0.0
11476800 284.05 0.0
11480400 283.65 0.0
11484000 283.25 0.0
11487600 282.75 0.0
11491200 282.85 0.0
11494800 282.35 0.0
11498400 282.05 0.0
11502000 281.75 0.0
11505600 281.45 0.0
11509200 281.65 0.0
11512800 282.95 0.0
11516400 283.25 0.0
11520000 283.55 13.0
11523600 283.85 53.0
11527200 284.55 69.0
11530800 285.85 154.0
11534400 286.65 176.0
11538000 288.05 176.0
11541600 288.35 218.0
11545200 288.15 178.0
11548800 287.15 61.0
11552400 286.55 1.0
11556000 286.15 0.0
11559600 285.65 0.0
11563200 285.05 0.0
11566800 284.45 0.0
11570400 283.85 0.0
11574000 283.35 0.0
11577600 283.25 0.0
11581200 282.65 0.0
11584800 282.35 0.0
11588400 282.15 0.0
11592000 281.85 0.0
11595600 281.55 0.0
11599200 281.25 0.0
11602800 280.95 0.0
11606400 281.65 44.0
11610000 283.15 160.0
11613600 284.95 272.0
11617200 286.15 305.0
11620800 287.35 336.0
11624400 288.25 270.0
11628000 288.55 217.0
11631600 288.75 141.0
11635200 287.85 52.0
11638800 287.25 0.0
11642400 286.95 0.0
11646000 286.65 0.0
11649600 286.55 0.0
11653200 286.35 0.0
11656800 286.25 0.0
11660400 286.25 0.0
11664000 286.75 0.0
11667600 286.45 0.0
11671200 286.15 0.0
11674800 285.75 0.0
11678400 285.45 0.0
11682000 285.15 0.0
11685600 285.05 0.0
11689200 284.75 0.0
11692800 285.35 41.0
11696400 286.55 142.0
11700000 288.05 257.0
11703600 289.25 297.0
11707200 289.55 225.0
11710800 289.25 88.0
11714400 290.45 239.0
11718000 290.15 147.0
11721600 289.05 43.0
11725200 289.05 0.0
11728800 289.35 0.0
11732400 288.85 0.0
11736000 288.75 0.0
11739600 288.55 0.0
11743200 288.55 0.0
11746800 288.15 0.0
11750400 288.25 0.0
11754000 287.65 0.0
11757600 287.75 0.0
11761200 287.45 0.0
11764800 287.45 0.0
11768400 287.35 0.0
11772000 287.95 0.0
11775600 287.95 0.0
11779200 288.15 7.0
11782800 288.65 38.0
11786400 289.55 87.0
11790000 290.65 132.0
11793600 291.45 141.0
11797200 291.75 161.0
11800800 291.75 168.0
11804400 291.25 113.0
11808000 289.75 41.0
11811600 289.05 0.0
11815200 289.25 0.0
11818800 288.35 0.0
11822400 287.75 0.0
11826000 287.45 0.0
11829600 287.05 0.0
11833200 286.85 0.0
11836800 286.15 0.0
11840400 285.55 0.0
11844000 285.35 0.0
11847600 284.95 0.0
11851200 284.85 0.0
11854800 284.15 0.0
11858400 284.45 0.0
11862000 284.45 0.0
11865600 284.85 27.0
11869200 285.55 86.0
11872800 286.45 152.0
11876400 286.85 168.0
11880000 286.25 151.0
11883600 286.15 69.0
11887200 285.75 49.0
11890800 285.45 17.0
11894400 285.25 7.0
11898000 285.05 0.0
11901600 284.85 0.0
11905200 284.65 0.0
11908800 284.05 0.0
11912400 283.25 0.0
11916000 282.85 0.0
11919600 282.15 0.0
11923200 283.45 0.0
11926800 282.55 0.0
11930400 281.95 0.0
11934000 281.55 0.0
11937600 280.85 0.0
11941200 280.35 0.0
11944800 280.55 0.0
11948400 280.45 0.0
11952000 280.85 20.0
11955600 281.65 86.0
11959200 282.55 132.0
11962800 283.85 157.0
11966400 284.35 171.0
11970000 284.95 117.0
11973600 285.35 83.0
11977200 285.35 50.0
11980800 284.85 19.0
11984400 284.45 0.0
11988000 283.75 0.0
11991600 283.15 0.0
11995200 282.55 0.0
11998800 281.95 0.0
12002400 281.85 0.0
12006000 281.15 0.0
12009600 280.95 0.0
12013200 280.65 0.0
12016800 280.55 0.0
12020400 280.15 0.0
12024000 278.85 0.0
12027600 277.95 0.0
12031200 278.55 0.0
12034800 278.25 0.0
12038400 279.45 19.0
12042000 280.45 85.0
12045600 280.45 54.0
12049200 281.55 173.0
12052800 281.55 275.0
12056400 282.25 268.0
12060000 281.95 211.0
12063600 280.85 142.0
12067200 280.05 43.0
12070800 279.35 0.0
12074400 278.75 0.0
12078000 277.95 0.0
12081600 277.45 0.0
12085200 277.05 0.0
12088800 276.65 0.0
12092400 276.15 0.0
12096000 275.05 0.0
12099600 274.35 0.0
12103200 274.15 0.0
12106800 273.65 0.0
12110400 273.35 0.0
12114000 273.15 0.0
12117600 272.95 0.0
12121200 272.65 0.0
12124800 273.45 25.0
12128400 274.15 104.0
12132000 276.05 206.0
12135600 278.05 300.0
12139200 279.95 295.0
12142800 280.95 275.0
12146400 281.05 177.0
12150000 280.95 91.0
12153600 280.35 25.0
12157200 279.55 0.0
12160800 278.95 0.0
12164400 278.45 0.0
12168000 278.05 0.0
12171600 278.15 0.0
12175200 278.75 0.0
12178800 278.95 0.0
12182400 278.75 0.0
12186000 278.15 0.0
12189600 277.75 0.0
12193200 278.25 0.0
12196800 277.95 0.0
12200400 278.25 0.0
12204000 277.85 0.0
12207600 277.95 0.0
12211200 278.25 7.0
12214800 278.85 27.0
12218400 279.05 25.0
12222000 279.65 33.0
12225600 279.65 37.0
12229200 279.35 135.0
12232800 279.85 150.0
12236400 279.55 130.0
12240000 278.85 42.0
12243600 277.95 0.0
12247200 277.65 0.0
12250800 278.15 0.0
12254400 278.05 0.0
12258000 277.55 0.0
12261600 277.05 0.0
12265200 276.55 0.0
12268800 276.45 0.0
12272400 276.55 0.0
12276000 276.05 0.0
12279600 275.45 0.0
12283200 275.35 0.0
12286800 275.45 0.0
12290400 274.65 0.0
12294000 274.35 0.0
12297600 275.25 21.0
12301200 275.65 129.0
12304800 276.35 200.0
12308400 277.35 274.0
12312000 276.45 308.0
12315600 277.55 261.0
12319200 277.75 184.0
12322800 277.35 115.0
12326400 276.35 39.0
12330000 275.35 0.0
12333600 274.45 0.0
12337200 274.05 0.0
12340800 273.75 0.0
12344400 273.55 0.0
12348000 273.45 0.0
12351600 273.25 0.0
12355200 273.75 0.0
12358800 274.25 0.0
12362400 273.75 0.0
12366000 273.15 0.0
12369600 272.85 0.0
12373200 273.15 0.0
12376800 274.05 0.0
12380400 274.85 0.0
12384000 275.25 8.0
12387600 276.15 96.0
12391200 276.45 73.0
12394800 276.95 96.0
12398400 276.05 222.0
12402000 276.45 94.0
12405600 276.65 79.0
12409200 276.65 58.0
12412800 275.95 34.0
12416400 275.35 0.0
12420000 275.55 0.0
12423600 274.85 0.0
12427200 274.05 0.0
12430800 273.45 0.0
12434400 272.65 0.0
12438000 271.75 0.0
12441600 271.85 0.0
12445200 271.65 0.0
12448800 271.35 0.0
12452400 271.35 0.0
12456000 271.55 0.0
12459600 271.45 0.0
12463200 270.65 0.0
12466800 270.55 0.0
12470400 270.65 12.0
12474000 271.15 58.0
12477600 271.95 121.0
12481200 273.65 205.0
12484800 273.65 295.0
12488400 274.25 172.0
12492000 274.15 134.0
12495600 274.05 103.0
12499200 273.25 32.0
12502800 272.85 0.0
12506400 272.85 0.0
12510000 272.45 0.0
12513600 272.45 0.0
12517200 272.65 0.0
12520800 273.05 0.0
12524400 273.25 0.0
12528000 273.35 0.0
12531600 273.35 0.0
12535200 273.75 0.0
12538800 273.85 0.0
12542400 274.05 0.0
12546000 274.25 0.0
12549600 274.15 0.0
12553200 274.45 0.0
12556800 274.75 7.0
12560400 275.25 28.0
12564000 276.15 52.0
12567600 276.45 41.0
12571200 277.15 30.0
12574800 277.95 53.0
12578400 278.75 54.0
12582000 278.65 8.0
12585600 278.55 4.0
12589200 278.25 0.0
12592800 279.35 0.0
12596400 279.45 0.0
12600000 279.05 0.0
12603600 278.85 0.0
12607200 278.45 0.0
12610800 278.35 0.0
12614400 279.55 0.0
12618000 279.55 0.0
12621600 279.55 0.0
12625200 279.35 0.0
12628800 279.15 0.0
12632400 278.95 0.0
12636000 279.65 0.0
12639600 279.25 0.0
12643200 279.35 17.0
12646800 280.15 102.0
